,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,H0,H1,H2,H3,H4,H5,H6,H7,H8,H9
827,6.61,3.95,0.6,1.85,4.93,4.96,3.34,1.82,-0.8,0.8,2.03,3.88,4.35,0.36,7.57,3.12,0.91,0.37,0.64,-0.61
828,0.55,0.59,-1.0,2.32,3.05,-1.03,1.83,-0.11,-0.24,-0.15,0.23,0.38,1.03,2.44,0.06,3.59,1.29,3.68,-0.7,1.88
829,-0.13,0.99,1.87,3.68,6.38,2.07,5.27,2.78,-1.7,-0.44,-0.02,5.21,2.22,0.88,1.27,5.2,5.75,-0.96,-0.38,0.36
830,5.4,-0.76,-0.13,4.15,4.1,4.69,0.29,5.92,1.3,3.14,-0.92,3.95,-0.17,1.85,4.93,4.96,3.34,1.82,-0.46,0.8
831,1.21,-0.77,0.4,6.3,1.73,0.42,2.14,1.84,0.41,1.99,3.42,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,-0.25
832,0.37,0.27,0.95,4.26,8.93,2.67,1.16,-0.73,0.56,-1.35,0.69,3.88,4.35,0.53,7.57,3.12,0.36,0.64,0.37,-0.61
833,1.24,0.39,0.59,1.83,3.05,2.32,-1.03,4.44,-0.24,-0.15,4.77,0.38,1.03,2.44,0.06,3.59,3.68,1.29,-0.7,1.88
834,4.0,0.99,1.87,3.68,6.38,2.07,5.27,2.78,-1.7,-1.11,2.44,5.21,2.22,0.88,1.27,5.75,0.36,0.03,-0.61,-0.38
835,3.51,-0.76,-0.26,4.15,4.1,4.69,0.29,5.92,1.3,0.36,2.87,3.95,0.0,1.85,4.93,4.96,1.82,0.11,-0.46,-0.37
836,3.19,1.84,-0.77,6.3,1.73,0.42,2.14,1.24,0.41,1.99,1.76,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,-0.25
837,1.71,0.27,1.63,4.26,8.93,2.67,1.16,0.95,0.74,-1.35,0.26,3.88,4.35,0.36,7.57,3.12,0.53,0.37,-0.61,0.64
838,0.61,0.39,0.59,1.83,3.05,4.44,-1.03,-0.15,-0.24,-1.66,-0.21,2.44,0.2,1.29,3.59,0.06,3.68,-0.47,-0.45,1.88
839,1.63,0.99,1.87,3.68,6.38,2.07,5.27,2.78,-1.7,-1.11,4.01,5.21,2.22,0.88,1.27,-0.96,5.75,0.36,-0.61,-0.4
840,5.54,-1.01,0.4,6.3,1.73,0.42,2.14,1.84,0.41,1.99,0.83,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,-0.25
841,0.74,0.27,1.63,4.26,8.93,2.67,1.16,0.95,0.74,-1.35,-0.25,3.88,4.35,0.36,7.57,3.12,0.53,3.17,-0.61,0.37
842,4.43,4.21,1.3,4.15,4.1,-0.27,0.29,3.14,-0.13,-0.76,4.11,3.95,0.6,1.85,4.93,4.96,3.34,1.82,-0.46,0.0
843,2.03,4.35,0.37,3.88,7.57,3.12,3.17,0.91,-1.18,0.0,0.45,-1.01,0.4,6.3,1.73,0.42,1.84,0.41,0.56,1.99
844,0.02,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2,0.46,0.27,1.63,4.26,8.93,2.67,1.16,0.95,0.74,-1.35
845,2.8,0.36,2.22,5.21,0.88,1.27,5.75,0.03,-0.61,-0.02,6.61,3.95,0.8,1.85,4.93,4.96,3.34,1.82,0.87,0.0
846,2.4,4.21,-0.76,4.15,4.1,0.29,3.14,5.92,1.3,-0.13,1.69,2.44,1.03,1.29,3.59,0.06,3.68,0.52,-0.7,1.88
847,0.69,4.35,0.91,3.88,7.57,3.12,3.17,0.53,0.37,0.0,0.13,-1.01,-0.77,6.3,1.73,0.42,2.14,0.4,0.41,1.99
848,0.51,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2,0.18,0.27,1.63,4.26,8.93,2.67,1.16,0.95,0.56,-1.35
849,3.8,0.99,3.82,3.68,6.38,2.07,1.87,2.78,-1.7,-1.11,1.64,0.59,-1.66,1.83,3.05,4.44,-1.03,0.39,-0.24,-0.15
850,0.53,0.36,2.22,5.21,0.88,1.27,5.75,-0.61,0.03,-0.02,-0.22,3.95,0.8,1.85,4.93,4.96,3.34,1.82,0.87,-0.1
851,5.4,4.21,-0.76,4.15,5.92,4.69,0.29,-0.27,1.3,3.14,4.77,2.44,1.03,1.29,0.06,3.59,3.68,0.52,-0.7,1.88
852,-0.04,3.88,4.35,0.53,7.57,3.17,3.12,-0.04,-0.61,-0.28,1.21,-1.01,0.4,6.3,1.73,0.42,2.14,1.84,0.41,1.99
853,3.42,4.13,1.72,1.44,3.21,-0.49,3.06,-0.17,-0.25,-0.55,0.37,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.56,-1.35
854,2.9,0.99,3.82,3.68,6.38,2.07,1.87,2.78,-1.7,-1.11,0.55,0.59,-0.71,1.83,3.05,-1.03,4.44,-0.64,-0.24,-0.15
855,-0.31,5.21,0.88,2.22,1.27,5.75,0.36,-0.61,-0.23,-0.02,2.87,3.95,-0.1,1.85,4.93,1.82,3.34,0.0,-0.56,-0.46
856,0.23,2.44,0.52,0.38,0.06,3.59,1.29,1.88,-0.45,-0.1,4.0,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
857,2.44,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.02,0.36,3.51,4.21,-0.76,4.15,5.92,4.69,0.29,-0.27,1.3,3.14
858,3.19,-1.01,0.4,6.3,1.73,0.42,2.14,1.84,0.41,1.99,1.71,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
859,0.26,4.35,0.37,3.88,7.57,0.36,3.12,3.17,0.53,-0.61,1.24,0.59,0.39,2.32,3.05,1.83,-1.03,4.44,-0.24,-0.15
860,-0.92,3.95,0.0,1.85,4.93,4.96,1.82,0.87,-0.37,-0.1,1.76,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2
861,3.08,2.44,1.03,0.38,0.06,3.59,3.68,1.88,-0.7,-0.02,-0.13,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
862,4.01,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.02,0.36,4.43,3.14,1.3,4.15,5.92,4.69,0.29,3.69,-0.27,-0.76
863,5.54,-1.01,-0.77,6.3,1.73,0.42,2.14,1.84,0.41,1.99,0.74,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
864,-0.25,3.88,4.35,3.17,7.57,3.12,0.53,0.36,-0.61,-0.28,0.61,0.59,0.39,2.32,1.83,4.44,-1.03,0.64,-0.24,-0.15
865,4.11,3.95,-0.1,1.85,4.93,4.96,3.34,0.0,-0.46,-0.56,0.83,4.13,1.72,1.44,0.7,3.21,-0.49,3.06,-0.17,-0.25
866,0.0,2.44,1.03,0.38,0.06,3.59,0.52,3.68,-0.7,1.88,1.63,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
867,2.8,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.02,0.36,-0.06,4.21,-0.76,4.15,5.92,4.69,0.29,3.69,1.3,3.14
868,0.45,-1.01,-0.77,6.3,1.73,0.42,2.14,1.99,0.41,-0.5,-0.07,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.56,-1.35
869,0.69,3.88,4.35,3.17,7.57,0.36,3.12,0.37,-1.67,-1.18,1.45,0.59,0.39,2.32,-1.03,4.44,0.64,-0.15,-0.24,-1.66
870,6.61,3.95,-0.1,1.85,4.93,4.96,3.34,1.82,-0.46,0.0,0.02,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2
871,-0.73,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.74,-1.35,1.69,2.44,1.03,0.38,3.59,1.29,0.52,3.68,-0.7,1.88
872,2.4,4.21,-0.76,4.15,5.92,4.69,0.29,3.69,1.3,3.14,0.13,-1.01,-0.77,6.3,1.73,0.42,2.14,1.61,0.41,1.99
873,0.37,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.56,-1.35,4.77,2.44,0.2,1.03,3.59,0.06,1.29,3.68,-0.45,1.88
874,5.4,4.21,1.3,4.15,5.92,4.69,0.29,3.69,-0.76,3.14,1.21,-0.77,0.41,6.3,1.73,0.42,2.14,1.61,0.4,1.99
875,3.42,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2,0.53,0.36,2.22,5.21,1.27,0.03,-0.61,-0.23,-0.02,-0.31
876,1.64,0.59,0.39,2.32,-1.03,1.83,4.44,0.64,-0.24,-0.15,2.87,3.95,-0.1,1.85,4.93,4.96,3.34,0.0,-0.56,-0.46
877,3.8,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11,0.26,3.88,4.35,3.17,7.57,0.36,3.12,0.37,-1.67,-1.43
878,1.71,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35,0.23,2.44,-0.78,1.03,3.59,0.38,3.68,0.52,-0.45,1.88
879,3.51,4.21,1.3,4.15,5.92,-0.27,3.14,0.29,3.69,-0.13,3.19,-1.01,-0.77,6.3,1.73,2.14,1.61,1.24,0.41,1.99
880,0.51,4.13,1.72,3.06,2.86,3.21,-0.49,0.7,1.05,0.2,2.44,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.02,0.36
881,0.55,0.59,0.39,2.32,1.83,-1.03,4.44,0.64,-0.24,-0.15,-0.92,3.95,0.0,1.85,4.93,4.96,3.34,-0.8,-0.56,0.51
882,4.0,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,-1.7,-1.11,0.49,4.35,-1.43,3.17,7.57,0.36,3.12,0.37,-1.67,-0.28
883,1.24,0.59,0.39,2.32,1.83,-1.03,4.44,-0.15,-0.24,-0.71,2.9,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,-1.7,-1.11
884,5.54,-1.01,-0.77,6.3,1.73,2.14,0.42,1.61,0.41,1.99,3.08,2.44,-0.78,1.03,0.06,3.59,3.68,0.52,-0.7,1.88
885,4.01,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.02,0.36,0.74,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
886,0.69,4.35,-1.43,3.17,7.57,0.36,3.12,0.37,-1.67,-0.45,4.11,3.95,-0.1,1.85,4.93,4.96,3.34,0.0,-0.8,-0.56
887,4.43,4.21,1.3,4.15,5.92,-0.27,3.69,3.14,-0.13,-0.05,1.76,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2
888,0.33,0.59,0.39,2.32,1.83,-1.03,4.44,-1.0,-0.24,-0.15,-0.13,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
889,0.45,-1.01,0.4,6.3,1.73,2.14,1.61,1.24,0.56,1.99,0.0,2.44,-0.78,0.38,0.06,3.59,3.68,1.41,-0.7,1.88
890,-0.31,0.88,2.22,5.21,1.27,0.03,5.75,-0.61,-0.38,0.36,-0.07,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
891,2.03,3.88,4.35,3.17,7.57,0.36,3.12,-0.39,-1.67,0.37,6.61,-0.1,0.0,1.85,4.93,3.95,3.34,1.82,-0.8,-0.56
892,-0.06,4.21,-0.76,4.15,5.92,3.69,-0.13,3.14,1.3,-0.05,0.83,4.13,1.72,1.44,2.86,3.21,-0.49,0.7,3.06,0.2
893,1.45,0.59,0.39,2.32,1.83,-1.03,4.44,-1.0,-0.24,-0.15,1.63,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
894,0.69,3.88,4.35,3.17,7.57,0.36,3.12,-0.39,-0.61,0.37,1.25,3.95,-0.1,1.85,4.93,4.96,3.34,0.0,-0.8,-0.56
895,2.4,4.21,-0.76,4.15,5.92,4.69,3.69,0.29,1.3,-0.34,0.02,4.13,1.72,1.44,3.21,-0.49,0.7,3.06,-0.17,1.05
896,2.8,0.88,2.22,5.21,1.27,0.03,5.75,-0.26,-0.61,-0.38,-0.73,0.27,1.74,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
897,2.87,3.95,-0.1,1.85,4.93,4.96,3.34,0.0,-0.8,-0.56,5.4,-0.76,-0.13,4.15,5.92,4.69,3.69,0.29,1.3,3.14
898,0.53,0.88,2.22,5.21,1.27,0.03,5.75,0.36,-0.61,-0.38,1.21,-0.77,0.4,6.3,1.73,0.42,1.61,0.41,0.56,1.99
899,4.77,2.44,-0.78,1.03,0.06,3.59,3.68,1.41,-0.45,1.88,1.64,0.59,0.39,2.32,1.83,-1.03,4.44,0.64,-0.24,-0.15
900,3.8,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11,3.42,4.13,1.44,-0.49,2.86,3.21,1.72,0.7,3.06,0.2
901,0.26,3.88,4.35,3.17,7.57,3.12,-0.39,0.36,-1.67,0.37,0.37,0.27,1.74,4.26,8.93,2.67,0.95,0.95,0.56,-1.35
902,-0.03,3.95,0.0,1.85,4.93,4.96,3.34,1.82,0.2,-0.8,3.51,4.21,0.29,4.15,5.92,4.69,4.1,3.69,1.3,3.14
903,2.44,0.88,2.22,5.21,1.27,0.03,5.75,-0.26,-0.38,0.36,3.19,-0.77,0.4,6.3,1.73,0.42,1.61,0.41,0.56,1.99
904,0.23,2.44,-1.25,1.03,3.59,1.29,1.88,3.68,-0.45,-0.78,0.55,0.59,0.39,2.32,1.83,-1.03,4.44,0.64,-0.24,-0.15
905,2.9,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-0.44,0.51,4.13,1.05,-0.49,2.86,3.21,1.72,0.7,3.06,0.2
906,-0.18,3.88,4.35,3.17,7.57,0.36,3.12,-0.39,-0.61,0.37,1.71,0.27,1.74,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
907,4.11,0.0,-0.1,1.85,4.96,3.95,4.93,3.34,-0.8,-0.56,0.43,4.21,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14
908,4.01,0.88,2.22,5.21,1.27,0.03,5.75,5.2,0.36,-0.38,5.54,-0.5,-0.77,6.3,1.73,1.24,1.61,1.99,0.56,0.41
909,3.08,2.44,-0.78,1.03,0.06,3.59,1.29,1.88,-0.7,-0.58,1.24,0.59,-0.71,2.32,1.83,-1.03,4.44,0.64,-0.24,-0.15
910,0.43,0.99,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11,1.76,4.13,1.05,-0.49,2.86,3.21,1.72,0.7,3.06,0.2
911,0.69,3.88,4.35,3.17,7.57,3.12,-0.39,0.37,-1.67,-1.43,0.74,0.27,1.74,4.26,8.93,2.67,0.95,0.95,0.74,-1.35
912,-0.07,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.74,-1.35,0.13,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
913,0.83,4.13,1.05,-0.49,2.86,3.21,1.72,0.7,3.06,0.2,0.0,-0.78,0.38,1.03,0.06,3.59,1.29,3.68,-0.7,-1.25
914,-0.06,4.21,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14,-0.22,0.88,2.22,5.21,1.27,0.03,5.2,-0.26,0.36,-0.31
915,0.45,-0.5,0.4,6.3,1.73,0.42,1.24,1.61,0.56,1.99,6.61,0.0,0.8,3.95,1.85,4.96,3.34,-0.1,-0.8,-0.56
916,0.33,0.59,0.39,2.32,-1.03,0.35,0.45,-1.0,-1.66,-1.0,2.03,3.88,4.35,3.17,7.57,3.12,-0.39,0.37,-0.61,-1.43
917,-0.73,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.74,-1.35,1.63,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
918,0.02,4.13,1.05,-0.49,2.86,1.44,3.21,3.06,0.2,-0.55,1.69,2.44,-0.78,1.03,0.06,3.59,1.29,3.68,-0.45,1.88
919,2.4,4.21,0.29,3.69,4.1,5.92,1.3,-0.76,-0.26,3.14,2.8,0.88,2.22,5.21,1.27,0.03,5.75,5.2,0.36,-0.38
920,0.13,-0.77,0.4,6.3,1.73,0.42,2.14,1.61,1.24,1.99,-0.13,0.0,4.93,3.95,1.85,4.96,3.34,-0.1,-0.8,-0.56
921,1.45,0.59,-0.21,2.32,1.83,-1.03,0.64,-0.15,-0.24,-1.0,0.02,3.88,4.35,3.17,7.57,3.12,-0.39,0.37,-0.61,-1.43
922,0.37,0.27,1.63,4.26,8.93,2.67,0.95,0.95,0.56,-1.35,3.8,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
923,4.43,4.21,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14,0.6,5.21,0.88,2.22,1.27,0.03,5.75,5.2,-0.26,0.36
924,1.21,-0.77,0.4,6.3,1.73,0.42,1.61,1.99,0.56,0.63,2.87,0.0,-0.33,3.95,4.93,4.96,3.34,1.82,-0.46,-0.56
925,1.64,0.39,0.35,2.32,-1.03,4.44,0.64,-0.15,-0.24,-1.0,0.26,3.88,4.35,3.17,7.57,3.12,-0.39,0.37,-1.67,-1.18
926,3.42,4.13,1.72,-0.49,2.86,1.44,3.21,0.7,3.06,0.2,4.77,2.44,-0.78,0.38,0.06,3.68,1.41,1.88,-0.45,-1.25
927,0.55,0.59,0.39,2.32,-1.03,4.44,0.35,-0.15,-0.24,-1.0,5.4,4.21,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14
928,-0.03,0.0,-0.1,3.95,4.93,4.96,3.34,1.82,0.87,-0.56,1.71,0.27,1.63,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
929,0.69,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,-1.67,-1.18,0.51,4.13,1.05,-0.49,2.86,3.21,1.72,0.7,3.06,0.2
930,3.19,0.63,0.41,6.3,1.73,0.42,0.4,1.61,0.56,-0.5,2.9,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
931,1.24,0.59,0.39,2.32,-1.03,4.44,0.45,-0.15,-0.24,-1.0,3.51,4.21,-0.13,4.15,4.1,4.69,3.69,5.92,1.3,3.14
932,4.11,0.0,-0.1,3.95,4.93,4.96,3.34,1.82,-0.56,-0.46,0.74,0.27,1.74,4.26,8.93,2.67,0.74,0.95,0.95,-1.35
933,0.49,3.88,4.35,3.12,7.57,3.17,-1.67,0.37,-0.39,-1.18,1.76,4.13,1.05,-0.49,2.86,3.21,1.72,0.7,3.06,0.2
934,0.23,2.44,-0.78,1.03,0.06,3.59,1.29,3.68,-0.45,1.88,2.44,5.21,0.88,2.22,1.27,0.03,5.75,5.2,-0.02,0.36
935,5.54,0.63,0.4,6.3,1.73,0.42,1.24,1.61,0.56,1.99,0.43,-0.22,3.82,3.68,6.38,2.07,5.27,1.87,2.78,-1.11
936,0.61,0.59,0.39,2.32,-1.03,4.44,0.45,-0.15,-1.66,-0.22,-0.06,4.21,1.3,4.15,4.1,4.69,3.69,5.92,0.29,3.14
937,6.61,0.0,-0.56,3.95,4.93,1.85,4.96,3.34,-0.74,-0.46,0.06,0.27,1.63,1.74,8.93,2.67,0.95,0.95,0.56,-1.35
938,2.03,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,-1.18,-0.61,0.83,4.13,1.05,-0.49,2.86,3.21,1.44,0.7,3.06,0.2
939,0.0,2.44,0.79,1.03,3.59,0.06,1.29,1.88,-0.45,-0.58,4.01,5.21,0.88,2.22,1.27,0.03,5.75,5.2,-0.02,0.36
940,3.08,2.44,-0.78,1.03,3.59,1.29,0.79,3.68,0.47,1.88,2.4,4.21,-0.13,4.15,4.1,4.69,3.69,5.92,1.3,3.14
941,-0.07,0.27,1.63,2.67,8.93,0.95,0.95,-0.73,0.74,-1.35,0.45,-1.01,0.4,6.3,1.73,0.42,2.14,1.61,1.24,1.99
942,0.02,4.13,1.05,1.44,2.86,3.21,1.72,0.7,3.06,0.2,1.45,0.59,0.39,2.32,1.83,4.44,-1.03,0.64,-0.24,-0.15
943,1.63,1.87,3.82,3.68,6.38,2.07,-1.7,2.78,-1.11,-0.22,-0.92,0.0,-0.56,1.85,4.93,4.96,3.34,-0.1,-0.46,-0.74
944,2.8,5.21,0.88,2.22,1.27,0.03,5.75,5.2,-0.02,0.36,0.02,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,0.91,-0.61
945,4.77,-0.78,1.03,2.44,3.59,0.06,1.29,3.68,0.47,1.88,4.43,-0.76,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14
946,0.37,0.27,1.63,2.67,8.93,0.95,0.95,-0.63,0.56,-1.35,0.13,-1.01,1.99,6.3,1.73,2.14,0.42,1.61,1.24,0.4
947,3.42,4.13,1.05,1.44,3.12,3.21,-0.49,2.86,0.7,3.06,1.64,0.59,0.39,2.32,1.83,-1.03,0.64,-0.64,-0.24,-0.15
948,3.8,1.87,3.82,3.68,6.38,2.07,-1.7,2.78,-1.11,0.99,2.87,0.0,-0.56,3.95,4.93,1.85,3.34,1.82,0.8,-0.46
949,0.6,5.21,2.22,5.2,1.27,0.88,5.75,0.03,-0.02,0.36,0.26,3.88,4.35,-0.39,7.57,3.17,0.37,0.91,0.64,-0.61
950,0.0,-0.78,0.79,2.44,3.59,1.29,1.88,1.41,0.47,3.68,5.4,4.21,0.29,4.15,4.1,3.69,5.92,1.3,-0.26,3.14
951,1.71,0.27,1.63,2.67,8.93,0.95,1.74,0.74,0.95,-1.35,1.21,-1.01,0.4,6.3,1.73,2.14,0.42,1.61,1.24,1.99
952,0.51,4.13,1.44,-0.49,3.12,3.21,3.06,0.7,-0.42,-0.25,0.55,0.59,0.39,2.32,1.83,-1.03,0.64,-0.64,-0.24,-0.15
953,-0.13,1.87,3.82,3.68,2.07,1.17,-1.7,2.78,-0.44,0.99,-0.03,0.0,-0.1,3.95,4.93,1.85,4.96,3.34,0.87,-0.56
954,-0.31,5.21,2.22,5.2,0.88,1.27,5.75,0.03,-0.02,0.36,0.69,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,0.91,-1.67
955,3.51,1.3,0.29,4.15,4.1,4.69,5.92,3.69,-0.76,3.14,2.9,1.87,3.82,3.68,6.38,2.07,5.27,2.78,0.8,-1.11
956,4.11,0.0,-0.56,3.95,4.93,1.85,4.96,3.34,-0.34,-0.56,0.23,0.79,-1.25,1.03,3.59,0.06,1.29,1.88,0.47,3.68
957,1.24,0.59,0.39,2.32,1.83,0.35,0.64,-0.15,-0.24,-1.66,2.44,5.21,2.22,0.03,0.88,1.27,5.75,5.2,0.36,-0.02
958,0.74,0.27,1.63,2.67,8.93,0.95,1.74,0.74,0.95,-1.35,1.76,4.13,1.72,1.44,3.12,3.21,3.06,2.86,0.7,0.2
959,3.19,-1.01,0.42,6.3,1.73,2.14,0.4,1.61,0.41,1.99,2.03,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,0.91,-0.61
960,-0.06,1.3,0.29,4.15,4.1,4.69,5.92,3.69,-0.76,3.14,0.43,1.87,-0.13,3.68,6.38,2.07,5.27,2.78,-1.7,-1.11
961,6.61,0.0,-0.56,3.95,4.93,1.85,4.96,3.34,-0.34,-0.56,0.0,2.44,-0.78,0.06,3.59,1.29,1.41,-1.25,0.47,3.68
962,0.64,0.59,0.39,2.32,-1.03,4.44,-0.15,0.45,-0.13,-0.22,4.01,5.21,2.22,0.03,0.88,1.27,5.75,5.2,0.36,-0.02
963,2.7,0.27,1.63,2.67,8.93,0.95,0.95,-0.48,0.56,-1.35,0.83,4.13,1.44,3.06,3.12,3.21,0.7,-0.51,-0.42,0.3
964,5.54,-1.01,0.4,6.3,1.73,2.14,1.61,1.24,0.41,1.99,0.02,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,0.91,-0.61
965,2.4,4.21,0.29,4.15,4.1,4.69,3.69,5.92,1.3,3.14,1.63,0.99,1.87,3.68,6.38,2.07,5.27,2.78,-1.7,-1.11
966,2.87,0.35,-0.56,3.95,1.85,4.96,3.34,1.82,-0.34,-0.56,3.08,-0.78,1.41,2.44,3.59,0.06,1.29,1.88,0.47,3.68
967,1.45,0.59,0.39,1.83,4.44,0.35,-0.13,0.64,-0.24,-1.0,2.8,5.21,2.22,0.03,0.88,1.27,5.75,5.2,0.36,-0.02
968,-0.07,0.27,1.63,2.67,8.93,1.74,-0.37,0.95,0.74,-1.35,0.02,4.13,1.72,1.44,3.12,3.21,3.06,2.86,0.17,0.2
969,0.45,-1.01,0.4,6.3,1.73,2.14,1.61,1.24,0.41,1.99,0.49,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,0.91,-1.67
970,1.17,0.4,-1.01,6.3,1.73,0.42,2.14,1.61,1.24,1.99,0.17,4.21,-0.76,4.15,5.92,3.69,0.29,1.3,-0.26,3.14
971,3.8,1.87,3.82,3.68,6.38,2.07,5.27,-1.7,0.8,-1.11,0.6,5.21,-0.09,2.22,1.27,0.03,5.75,5.2,0.36,-0.26
972,0.26,3.88,4.35,7.57,3.17,-1.67,-0.39,0.37,0.64,0.91,0.37,0.27,1.63,2.67,8.93,1.74,0.95,0.95,0.56,-1.35
973,4.77,-0.78,1.41,2.44,3.59,0.06,1.29,1.88,0.47,3.68,1.64,0.39,0.35,1.83,4.44,0.64,2.32,-1.0,-0.24,-0.22
974,3.42,4.13,-0.51,3.06,3.12,3.21,1.44,2.86,0.7,0.2,-0.36,0.0,-0.56,3.95,4.93,1.85,4.96,3.34,0.87,0.35
975,1.21,1.61,0.4,6.3,1.73,1.24,1.99,-1.01,0.56,0.63,5.4,3.14,0.29,4.15,5.92,4.21,3.69,1.3,-0.76,-0.26
976,0.69,3.88,4.35,7.57,3.17,-0.39,0.37,0.91,-1.67,0.64,1.71,0.27,1.63,2.67,8.93,1.74,0.95,0.95,0.74,-1.35
977,1.69,-1.25,-0.78,1.03,3.59,0.06,1.29,1.88,0.47,-0.4,0.55,0.59,-0.71,2.32,4.44,0.35,0.64,0.39,-0.24,-0.15
978,3.19,1.61,-0.04,6.3,1.73,2.14,0.4,0.42,1.99,-1.01,0.21,1.3,-0.76,4.21,5.92,3.69,0.29,-0.26,-0.26,0.36
979,2.9,1.87,3.82,3.68,6.38,2.07,5.27,-1.7,0.8,-1.11,2.44,5.21,0.36,2.22,5.2,0.03,5.75,0.43,-0.58,-0.02
980,2.03,3.88,4.35,7.57,3.17,-0.39,0.37,0.91,-0.61,0.64,0.74,0.27,1.63,2.67,8.93,1.74,0.95,-0.48,0.74,-0.32
981,0.23,-1.25,-0.78,1.03,3.59,0.06,1.88,0.79,0.47,-0.4,1.24,0.59,0.35,2.32,4.44,0.64,,0.39,-1.42,-1.0
982,1.76,4.13,-0.51,3.06,3.12,3.21,1.44,2.86,0.7,0.2,4.11,0.0,-0.56,3.95,4.93,1.85,4.96,3.34,-0.34,-0.56
983,0.51,4.13,1.05,3.06,3.12,3.21,1.44,2.86,0.7,0.2,0.43,1.87,3.82,3.68,6.38,2.07,5.27,2.78,0.8,-1.11
984,2.7,0.27,1.63,2.67,8.93,0.95,0.74,-0.48,-0.36,-0.32,0.0,-1.25,-0.78,1.03,3.59,0.06,1.29,1.88,-0.7,3.68
985,4.01,5.21,2.22,0.03,5.2,1.27,5.75,0.36,-0.02,-0.09,5.54,1.61,1.99,6.3,1.73,2.14,1.24,0.4,-0.5,-1.01
986,3.51,4.21,-0.76,4.15,5.92,3.69,0.29,1.3,-0.26,3.14,0.64,0.39,0.59,2.32,4.44,,-0.13,-0.15,-1.42,-0.22
987,6.61,0.0,3.34,3.95,4.93,4.96,1.85,-0.56,-0.56,-0.34,0.02,3.88,4.35,3.12,7.57,3.17,-0.39,0.37,-0.61,-1.18
988,0.16,4.13,1.72,3.06,3.12,2.86,3.21,1.44,0.7,0.2,1.63,1.87,0.8,3.82,3.68,5.27,1.17,2.78,-1.7,-1.11
